Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Invictus Tiberius 97 - Notting Hill Sl (5 M),CA12575ASS-308FD,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers Invictus Tiberius  97 - Notting Hill Sl  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 03 - Ermine (4 M),CA81371ASS-3FD32,Associated Weavers,87.16,87.16,156.66666666666666,Carpet,Carpet,Associated Weavers iSense Obsession 03 - Ermine 4,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 03 - Ermine (5 M),CA81371ASS-6D60C,Associated Weavers,108.94999999999999,108.94999999999999,195.83333333333331,Carpet,Carpet,Associated Weavers iSense Obsession 03 - Ermine  5,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 28 - Ambleside (4 M),CA81371ASS-ED88F,Associated Weavers,87.16,87.16,156.66666666666666,Carpet,Carpet,Associated Weavers iSense Obsession  28 - Ambleside 4,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 28 - Ambleside (5 M),CA81371ASS-4C1E5,Associated Weavers,108.94999999999999,108.94999999999999,195.83333333333331,Carpet,Carpet,Associated Weavers iSense Obsession  28 - Ambleside  5,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 33 - Nougat (4 M),CA81371ASS-97D4D,Associated Weavers,87.16,87.16,156.66666666666666,Carpet,Carpet,Associated Weavers iSense Obsession  33 - Nougat 4,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 33 - Nougat (5 M),CA81371ASS-76D9F,Associated Weavers,108.94999999999999,108.94999999999999,195.83333333333331,Carpet,Carpet,Associated Weavers iSense Obsession  33 - Nougat  5,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 34 - Suede (4 M),CA81371ASS-B5A88,Associated Weavers,87.16,87.16,156.66666666666666,Carpet,Carpet,Associated Weavers iSense Obsession  34 - Suede 4,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 34 - Suede (5 M),CA81371ASS-A1B46,Associated Weavers,108.94999999999999,108.94999999999999,195.83333333333331,Carpet,Carpet,Associated Weavers iSense Obsession  34 - Suede  5,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 36 - Camel (4 M),CA81371ASS-256B5,Associated Weavers,87.16,87.16,156.66666666666666,Carpet,Carpet,Associated Weavers iSense Obsession  36 - Camel 4,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 36 - Camel (5 M),CA81371ASS-A3228,Associated Weavers,108.94999999999999,108.94999999999999,195.83333333333331,Carpet,Carpet,Associated Weavers iSense Obsession  36 - Camel  5,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 39 - Gazelle (4 M),CA81371ASS-2CAB4,Associated Weavers,87.16,87.16,156.66666666666666,Carpet,Carpet,Associated Weavers iSense Obsession  39 - Gazelle 4,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 39 - Gazelle (5 M),CA81371ASS-14F26,Associated Weavers,108.94999999999999,108.94999999999999,195.83333333333331,Carpet,Carpet,Associated Weavers iSense Obsession  39 - Gazelle  5,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 43 - Bistro (4 M),CA81371ASS-B7080,Associated Weavers,87.16,87.16,156.66666666666666,Carpet,Carpet,Associated Weavers iSense Obsession  43 - Bistro 4,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 43 - Bistro (5 M),CA81371ASS-0AC24,Associated Weavers,108.94999999999999,108.94999999999999,195.83333333333331,Carpet,Carpet,Associated Weavers iSense Obsession  43 - Bistro  5,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 45 - Mocca (4 M),CA81371ASS-1D1AF,Associated Weavers,87.16,87.16,156.66666666666666,Carpet,Carpet,Associated Weavers iSense Obsession  45 - Mocca 4,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 45 - Mocca (5 M),CA81371ASS-4EBAD,Associated Weavers,108.94999999999999,108.94999999999999,195.83333333333331,Carpet,Carpet,Associated Weavers iSense Obsession  45 - Mocca  5,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 75 - Scree (4 M),CA81371ASS-65292,Associated Weavers,87.16,87.16,156.66666666666666,Carpet,Carpet,Associated Weavers iSense Obsession  75 - Scree 4,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 75 - Scree (5 M),CA81371ASS-5A752,Associated Weavers,108.94999999999999,108.94999999999999,195.83333333333331,Carpet,Carpet,Associated Weavers iSense Obsession  75 - Scree  5,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 84 - Tuscan (4 M),CA81371ASS-74FE4,Associated Weavers,87.16,87.16,156.66666666666666,Carpet,Carpet,Associated Weavers iSense Obsession  84 - Tuscan 4,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 84 - Tuscan (5 M),CA81371ASS-627B6,Associated Weavers,108.94999999999999,108.94999999999999,195.83333333333331,Carpet,Carpet,Associated Weavers iSense Obsession  84 - Tuscan  5,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 92 - Granite (4 M),CA81371ASS-4B7F5,Associated Weavers,87.16,87.16,156.66666666666666,Carpet,Carpet,Associated Weavers iSense Obsession  92 - Granite 4,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 92 - Granite (5 M),CA81371ASS-DF4D9,Associated Weavers,108.94999999999999,108.94999999999999,195.83333333333331,Carpet,Carpet,Associated Weavers iSense Obsession  92 - Granite  5,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 95 - Smoke (4 M),CA81371ASS-81921,Associated Weavers,87.16,87.16,156.66666666666666,Carpet,Carpet,Associated Weavers iSense Obsession  95 - Smoke 4,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 95 - Smoke (5 M),CA81371ASS-4CFFE,Associated Weavers,108.94999999999999,108.94999999999999,195.83333333333331,Carpet,Carpet,Associated Weavers iSense Obsession  95 - Smoke  5,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 97 - Anthracite (4 M),CA81371ASS-AC0A0,Associated Weavers,87.16,87.16,156.66666666666666,Carpet,Carpet,Associated Weavers iSense Obsession  97 - Anthracite 4,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 97 - Anthracite (5 M),CA81371ASS-27DD0,Associated Weavers,108.94999999999999,108.94999999999999,195.83333333333331,Carpet,Carpet,Associated Weavers iSense Obsession  97 - Anthracite  5,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 99 - Raven (4 M),CA81371ASS-14AB4,Associated Weavers,87.16,87.16,156.66666666666666,Carpet,Carpet,Associated Weavers iSense Obsession  99 - Raven 4,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Obsession 99 - Raven (5 M),CA81371ASS-1433D,Associated Weavers,108.94999999999999,108.94999999999999,195.83333333333331,Carpet,Carpet,Associated Weavers iSense Obsession  99 - Raven  5,Price per SQM: £47.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 28 - Salix (4 M),CA68290ASS-9EE42,Associated Weavers,104.24,104.24,176.66666666666669,Carpet,Carpet,Associated Weavers iSense Serenity 28 - Salix 4,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 28 - Salix (5 M),CA68290ASS-CE190,Associated Weavers,130.29999999999998,130.29999999999998,220.83333333333337,Carpet,Carpet,Associated Weavers iSense Serenity 28 - Salix  5,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 37 - Hammock (4 M),CA68290ASS-58D5F,Associated Weavers,104.24,104.24,176.66666666666669,Carpet,Carpet,Associated Weavers iSense Serenity  37 - Hammock 4,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 37 - Hammock (5 M),CA68290ASS-A20D4,Associated Weavers,130.29999999999998,130.29999999999998,220.83333333333337,Carpet,Carpet,Associated Weavers iSense Serenity  37 - Hammock  5,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 39 - Dove (4 M),CA68290ASS-330AF,Associated Weavers,104.24,104.24,176.66666666666669,Carpet,Carpet,Associated Weavers iSense Serenity  39 - Dove 4,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 39 - Dove (5 M),CA68290ASS-B9EA0,Associated Weavers,130.29999999999998,130.29999999999998,220.83333333333337,Carpet,Carpet,Associated Weavers iSense Serenity  39 - Dove  5,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 41 - Rolling Fog (4 M),CA68290ASS-74EFF,Associated Weavers,104.24,104.24,176.66666666666669,Carpet,Carpet,Associated Weavers iSense Serenity  41 - Rolling Fog 4,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 41 - Rolling Fog (5 M),CA68290ASS-80707,Associated Weavers,130.29999999999998,130.29999999999998,220.83333333333337,Carpet,Carpet,Associated Weavers iSense Serenity  41 - Rolling Fog  5,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 44 - Havana (4 M),CA68290ASS-14811,Associated Weavers,104.24,104.24,176.66666666666669,Carpet,Carpet,Associated Weavers iSense Serenity  44 - Havana 4,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 44 - Havana (5 M),CA68290ASS-D5D34,Associated Weavers,130.29999999999998,130.29999999999998,220.83333333333337,Carpet,Carpet,Associated Weavers iSense Serenity  44 - Havana  5,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 46 - Silt (4 M),CA68290ASS-865F4,Associated Weavers,104.24,104.24,176.66666666666669,Carpet,Carpet,Associated Weavers iSense Serenity  46 - Silt 4,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 46 - Silt (5 M),CA68290ASS-CDCD2,Associated Weavers,130.29999999999998,130.29999999999998,220.83333333333337,Carpet,Carpet,Associated Weavers iSense Serenity  46 - Silt  5,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 47 - Hessian (4 M),CA68290ASS-21801,Associated Weavers,104.24,104.24,176.66666666666669,Carpet,Carpet,Associated Weavers iSense Serenity  47 - Hessian 4,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 47 - Hessian (5 M),CA68290ASS-D5C0F,Associated Weavers,130.29999999999998,130.29999999999998,220.83333333333337,Carpet,Carpet,Associated Weavers iSense Serenity  47 - Hessian  5,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 49 - Earth Tone (4 M),CA68290ASS-72DCF,Associated Weavers,104.24,104.24,176.66666666666669,Carpet,Carpet,Associated Weavers iSense Serenity  49 - Earth Tone 4,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 49 - Earth Tone (5 M),CA68290ASS-E3DBB,Associated Weavers,130.29999999999998,130.29999999999998,220.83333333333337,Carpet,Carpet,Associated Weavers iSense Serenity  49 - Earth Tone  5,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 62 - Dorchester (4 M),CA68290ASS-08CDA,Associated Weavers,104.24,104.24,176.66666666666669,Carpet,Carpet,Associated Weavers iSense Serenity  62 - Dorchester 4,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 62 - Dorchester (5 M),CA68290ASS-9E84A,Associated Weavers,130.29999999999998,130.29999999999998,220.83333333333337,Carpet,Carpet,Associated Weavers iSense Serenity  62 - Dorchester  5,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 70 - Gauze (4 M),CA68290ASS-BFA5F,Associated Weavers,104.24,104.24,176.66666666666669,Carpet,Carpet,Associated Weavers iSense Serenity  70 - Gauze 4,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 70 - Gauze (5 M),CA68290ASS-C8DCB,Associated Weavers,130.29999999999998,130.29999999999998,220.83333333333337,Carpet,Carpet,Associated Weavers iSense Serenity  70 - Gauze  5,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 92 - Slate (4 M),CA68290ASS-0EA20,Associated Weavers,104.24,104.24,176.66666666666669,Carpet,Carpet,Associated Weavers iSense Serenity  92 - Slate 4,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 92 - Slate (5 M),CA68290ASS-EEF32,Associated Weavers,130.29999999999998,130.29999999999998,220.83333333333337,Carpet,Carpet,Associated Weavers iSense Serenity  92 - Slate  5,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 95 - Symphony (4 M),CA68290ASS-0BB4C,Associated Weavers,104.24,104.24,176.66666666666669,Carpet,Carpet,Associated Weavers iSense Serenity  95 - Symphony 4,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 95 - Symphony (5 M),CA68290ASS-682C9,Associated Weavers,130.29999999999998,130.29999999999998,220.83333333333337,Carpet,Carpet,Associated Weavers iSense Serenity  95 - Symphony  5,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 97 - Manhattan (4 M),CA68290ASS-D8EB5,Associated Weavers,104.24,104.24,176.66666666666669,Carpet,Carpet,Associated Weavers iSense Serenity  97 - Manhattan 4,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 97 - Manhattan (5 M),CA68290ASS-53F29,Associated Weavers,130.29999999999998,130.29999999999998,220.83333333333337,Carpet,Carpet,Associated Weavers iSense Serenity  97 - Manhattan  5,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 99 - Charcoal (4 M),CA68290ASS-AE675,Associated Weavers,104.24,104.24,176.66666666666669,Carpet,Carpet,Associated Weavers iSense Serenity  99 - Charcoal 4,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Serenity 99 - Charcoal (5 M),CA68290ASS-2F005,Associated Weavers,130.29999999999998,130.29999999999998,220.83333333333337,Carpet,Carpet,Associated Weavers iSense Serenity  99 - Charcoal  5,Price per SQM: £53.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 15 - Faded Rose (4 M),CA18962ASS-7F748,Associated Weavers,73.56,73.56,146.66666666666666,Carpet,Carpet,Associated Weavers iSense Splendour 15 - Faded Rose 4,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 15 - Faded Rose (5 M),CA18962ASS-EF862,Associated Weavers,91.95,91.95,183.33333333333331,Carpet,Carpet,Associated Weavers iSense Splendour 15 - Faded Rose  5,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 20 - Salix (4 M),CA18962ASS-E8AFF,Associated Weavers,73.56,73.56,146.66666666666666,Carpet,Carpet,Associated Weavers iSense Splendour  20 - Salix 4,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 20 - Salix (5 M),CA18962ASS-57435,Associated Weavers,91.95,91.95,183.33333333333331,Carpet,Carpet,Associated Weavers iSense Splendour  20 - Salix  5,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 31 - Almond (4 M),CA18962ASS-45E9E,Associated Weavers,73.56,73.56,146.66666666666666,Carpet,Carpet,Associated Weavers iSense Splendour  31 - Almond 4,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 31 - Almond (5 M),CA18962ASS-D6BC6,Associated Weavers,91.95,91.95,183.33333333333331,Carpet,Carpet,Associated Weavers iSense Splendour  31 - Almond  5,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 33 - Latte (4 M),CA18962ASS-C001F,Associated Weavers,73.56,73.56,146.66666666666666,Carpet,Carpet,Associated Weavers iSense Splendour  33 - Latte 4,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 33 - Latte (5 M),CA18962ASS-988D9,Associated Weavers,91.95,91.95,183.33333333333331,Carpet,Carpet,Associated Weavers iSense Splendour  33 - Latte  5,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 34 - Camel (4 M),CA18962ASS-CDD71,Associated Weavers,73.56,73.56,146.66666666666666,Carpet,Carpet,Associated Weavers iSense Splendour  34 - Camel 4,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 34 - Camel (5 M),CA18962ASS-763CE,Associated Weavers,91.95,91.95,183.33333333333331,Carpet,Carpet,Associated Weavers iSense Splendour  34 - Camel  5,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 39 - Zephyr (4 M),CA18962ASS-61C18,Associated Weavers,73.56,73.56,146.66666666666666,Carpet,Carpet,Associated Weavers iSense Splendour  39 - Zephyr 4,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 39 - Zephyr (5 M),CA18962ASS-4A5B5,Associated Weavers,91.95,91.95,183.33333333333331,Carpet,Carpet,Associated Weavers iSense Splendour  39 - Zephyr  5,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 44 - Soft Stone (4 M),CA18962ASS-58DC5,Associated Weavers,73.56,73.56,146.66666666666666,Carpet,Carpet,Associated Weavers iSense Splendour  44 - Soft Stone 4,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 44 - Soft Stone (5 M),CA18962ASS-B5599,Associated Weavers,91.95,91.95,183.33333333333331,Carpet,Carpet,Associated Weavers iSense Splendour  44 - Soft Stone  5,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 47 - Mellow Mocha (4 M),CA18962ASS-D8973,Associated Weavers,73.56,73.56,146.66666666666666,Carpet,Carpet,Associated Weavers iSense Splendour  47 - Mellow Mocha 4,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 47 - Mellow Mocha (5 M),CA18962ASS-92257,Associated Weavers,91.95,91.95,183.33333333333331,Carpet,Carpet,Associated Weavers iSense Splendour  47 - Mellow Mocha  5,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 49 - New Cotton (4 M),CA18962ASS-F3742,Associated Weavers,73.56,73.56,146.66666666666666,Carpet,Carpet,Associated Weavers iSense Splendour  49 - New Cotton 4,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 49 - New Cotton (5 M),CA18962ASS-82CD7,Associated Weavers,91.95,91.95,183.33333333333331,Carpet,Carpet,Associated Weavers iSense Splendour  49 - New Cotton  5,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 70 - Cheviot Flanel (4 M),CA18962ASS-DC0F6,Associated Weavers,73.56,73.56,146.66666666666666,Carpet,Carpet,Associated Weavers iSense Splendour  70 - Cheviot Flanel 4,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 70 - Cheviot Flanel (5 M),CA18962ASS-B708A,Associated Weavers,91.95,91.95,183.33333333333331,Carpet,Carpet,Associated Weavers iSense Splendour  70 - Cheviot Flanel  5,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 92 - Pewter (4 M),CA18962ASS-43B08,Associated Weavers,73.56,73.56,146.66666666666666,Carpet,Carpet,Associated Weavers iSense Splendour  92 - Pewter 4,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 92 - Pewter (5 M),CA18962ASS-22A93,Associated Weavers,91.95,91.95,183.33333333333331,Carpet,Carpet,Associated Weavers iSense Splendour  92 - Pewter  5,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 95 - Warm Grey (4 M),CA18962ASS-3F302,Associated Weavers,73.56,73.56,146.66666666666666,Carpet,Carpet,Associated Weavers iSense Splendour  95 - Warm Grey 4,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 95 - Warm Grey (5 M),CA18962ASS-86073,Associated Weavers,91.95,91.95,183.33333333333331,Carpet,Carpet,Associated Weavers iSense Splendour  95 - Warm Grey  5,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 97 - Urban Sky (4 M),CA18962ASS-116E2,Associated Weavers,73.56,73.56,146.66666666666666,Carpet,Carpet,Associated Weavers iSense Splendour  97 - Urban Sky 4,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 97 - Urban Sky (5 M),CA18962ASS-C1923,Associated Weavers,91.95,91.95,183.33333333333331,Carpet,Carpet,Associated Weavers iSense Splendour  97 - Urban Sky  5,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 99 - Ebony (4 M),CA18962ASS-83E39,Associated Weavers,73.56,73.56,146.66666666666666,Carpet,Carpet,Associated Weavers iSense Splendour  99 - Ebony 4,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Splendour 99 - Ebony (5 M),CA18962ASS-B5CFA,Associated Weavers,91.95,91.95,183.33333333333331,Carpet,Carpet,Associated Weavers iSense Splendour  99 - Ebony  5,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Subtlety 47 - Moleskin (4 M),CA56041ASS-5C9A7,Associated Weavers,84.4,84.4,153.33333333333334,Carpet,Carpet,Associated Weavers iSense Subtlety 47 - Moleskin 4,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Subtlety 47 - Moleskin (5 M),CA56041ASS-20ED4,Associated Weavers,105.5,105.5,191.66666666666669,Carpet,Carpet,Associated Weavers iSense Subtlety 47 - Moleskin  5,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Subtlety 34 - Portobello (4 M),CA56041ASS-F6774,Associated Weavers,84.4,84.4,153.33333333333334,Carpet,Carpet,Associated Weavers iSense Subtlety  34 - Portobello 4,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Subtlety 34 - Portobello (5 M),CA56041ASS-BA150,Associated Weavers,105.5,105.5,191.66666666666669,Carpet,Carpet,Associated Weavers iSense Subtlety  34 - Portobello  5,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Subtlety 97 - Anthracite (4 M),CA56041ASS-AC0A0,Associated Weavers,84.4,84.4,153.33333333333334,Carpet,Carpet,Associated Weavers iSense Subtlety  97 - Anthracite 4,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Subtlety 97 - Anthracite (5 M),CA56041ASS-27DD0,Associated Weavers,105.5,105.5,191.66666666666669,Carpet,Carpet,Associated Weavers iSense Subtlety  97 - Anthracite  5,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Subtlety 70 - Gentle Sky (4 M),CA56041ASS-8E542,Associated Weavers,84.4,84.4,153.33333333333334,Carpet,Carpet,Associated Weavers iSense Subtlety  70 - Gentle Sky 4,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Subtlety 70 - Gentle Sky (5 M),CA56041ASS-5719C,Associated Weavers,105.5,105.5,191.66666666666669,Carpet,Carpet,Associated Weavers iSense Subtlety  70 - Gentle Sky  5,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Subtlety 16 - Whisper (4 M),CA56041ASS-3FE96,Associated Weavers,84.4,84.4,153.33333333333334,Carpet,Carpet,Associated Weavers iSense Subtlety  16 - Whisper 4,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Subtlety 16 - Whisper (5 M),CA56041ASS-49748,Associated Weavers,105.5,105.5,191.66666666666669,Carpet,Carpet,Associated Weavers iSense Subtlety  16 - Whisper  5,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Subtlety 09 - Platina (4 M),CA56041ASS-9F44F,Associated Weavers,84.4,84.4,153.33333333333334,Carpet,Carpet,Associated Weavers iSense Subtlety  09 - Platina 4,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
iSense Subtlety 09 - Platina (5 M),CA56041ASS-00328,Associated Weavers,105.5,105.5,191.66666666666669,Carpet,Carpet,Associated Weavers iSense Subtlety  09 - Platina  5,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
