Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Inspired Directions Gallery Space (4 M),CA33597KER-77B41,Kersaint Cobb,89.4,89.4,160.0,Carpet,Carpet,Kersaint Cobb Inspired Directions   Gallery Space 4,Price per SQM: £48.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Inspired Directions Gallery Space (5 M),CA33597KER-CA88A,Kersaint Cobb,111.75,111.75,200.0,Carpet,Carpet,Kersaint Cobb Inspired Directions   Gallery Space  5,Price per SQM: £48.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Inspired Directions Kriek (4 M),CA33597KER-B4125,Kersaint Cobb,89.4,89.4,160.0,Carpet,Carpet,Kersaint Cobb Inspired Directions   Kriek 4,Price per SQM: £48.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Inspired Directions Kriek (5 M),CA33597KER-6AABB,Kersaint Cobb,111.75,111.75,200.0,Carpet,Carpet,Kersaint Cobb Inspired Directions   Kriek  5,Price per SQM: £48.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Inspired Directions Long Day (4 M),CA33597KER-F1075,Kersaint Cobb,89.4,89.4,160.0,Carpet,Carpet,Kersaint Cobb Inspired Directions   Long Day 4,Price per SQM: £48.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Inspired Directions Long Day (5 M),CA33597KER-0EEBA,Kersaint Cobb,111.75,111.75,200.0,Carpet,Carpet,Kersaint Cobb Inspired Directions   Long Day  5,Price per SQM: £48.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Inspired Directions Magritte (4 M),CA33597KER-277C9,Kersaint Cobb,89.4,89.4,160.0,Carpet,Carpet,Kersaint Cobb Inspired Directions   Magritte 4,Price per SQM: £48.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Inspired Directions Magritte (5 M),CA33597KER-226F8,Kersaint Cobb,111.75,111.75,200.0,Carpet,Carpet,Kersaint Cobb Inspired Directions   Magritte  5,Price per SQM: £48.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Inspired Directions Metropolitan (4 M),CA33597KER-14492,Kersaint Cobb,89.4,89.4,160.0,Carpet,Carpet,Kersaint Cobb Inspired Directions   Metropolitan 4,Price per SQM: £48.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Inspired Directions Metropolitan (5 M),CA33597KER-F041B,Kersaint Cobb,111.75,111.75,200.0,Carpet,Carpet,Kersaint Cobb Inspired Directions   Metropolitan  5,Price per SQM: £48.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Inspired Directions Modern Antique (4 M),CA33597KER-4FD64,Kersaint Cobb,89.4,89.4,160.0,Carpet,Carpet,Kersaint Cobb Inspired Directions   Modern Antique 4,Price per SQM: £48.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Inspired Directions Modern Antique (5 M),CA33597KER-717C3,Kersaint Cobb,111.75,111.75,200.0,Carpet,Carpet,Kersaint Cobb Inspired Directions   Modern Antique  5,Price per SQM: £48.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Inspired Directions Waffle House (4 M),CA33597KER-56C0B,Kersaint Cobb,89.4,89.4,160.0,Carpet,Carpet,Kersaint Cobb Inspired Directions   Waffle House 4,Price per SQM: £48.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Inspired Directions Waffle House (5 M),CA33597KER-53361,Kersaint Cobb,111.75,111.75,200.0,Carpet,Carpet,Kersaint Cobb Inspired Directions   Waffle House  5,Price per SQM: £48.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Coloured Chevron Architect (1 M),CA16732KER-B5219,Kersaint Cobb,28.35,28.35,48.33333333333333,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Coloured Chevron Architect 1,Price per SQM: £58.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Coloured Chevron Architect (2 M),CA16732KER-F78AA,Kersaint Cobb,56.7,56.7,96.66666666666666,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Coloured Chevron Architect  2,Price per SQM: £58.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Coloured Ivory Paper (1 M),CA16732KER-B2B1B,Kersaint Cobb,28.35,28.35,48.33333333333333,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Coloured  Ivory Paper 1,Price per SQM: £58.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Coloured Ivory Paper (2 M),CA16732KER-CA14A,Kersaint Cobb,56.7,56.7,96.66666666666666,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Coloured  Ivory Paper  2,Price per SQM: £58.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Coloured Pleated Grey (1 M),CA16732KER-F6415,Kersaint Cobb,28.35,28.35,48.33333333333333,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Coloured  Pleated Grey 1,Price per SQM: £58.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Coloured Pleated Grey (2 M),CA16732KER-470C6,Kersaint Cobb,56.7,56.7,96.66666666666666,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Coloured  Pleated Grey  2,Price per SQM: £58.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Coloured Shiro Practice (1 M),CA16732KER-AFB37,Kersaint Cobb,28.35,28.35,48.33333333333333,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Coloured  Shiro Practice 1,Price per SQM: £58.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Coloured Shiro Practice (2 M),CA16732KER-01900,Kersaint Cobb,56.7,56.7,96.66666666666666,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Coloured  Shiro Practice  2,Price per SQM: £58.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Coloured Tessellation (1 M),CA16732KER-D47C8,Kersaint Cobb,28.35,28.35,48.33333333333333,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Coloured  Tessellation 1,Price per SQM: £58.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Coloured Tessellation (2 M),CA16732KER-4F156,Kersaint Cobb,56.7,56.7,96.66666666666666,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Coloured  Tessellation  2,Price per SQM: £58.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Coloured Washi (1 M),CA16732KER-39A7C,Kersaint Cobb,28.35,28.35,48.33333333333333,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Coloured  Washi 1,Price per SQM: £58.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Coloured Washi (2 M),CA16732KER-E5277,Kersaint Cobb,56.7,56.7,96.66666666666666,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Coloured  Washi  2,Price per SQM: £58.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Natural Basseterre (1 M),CA85230KER-92C4B,Kersaint Cobb,25.5,25.5,43.33333333333333,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Natural Basseterre 1,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Natural Basseterre (2 M),CA85230KER-8EF6F,Kersaint Cobb,51.0,51.0,86.66666666666666,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Natural Basseterre  2,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Natural Colombo (1 M),CA85230KER-79870,Kersaint Cobb,25.5,25.5,43.33333333333333,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Natural  Colombo 1,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Natural Colombo (2 M),CA85230KER-599B4,Kersaint Cobb,51.0,51.0,86.66666666666666,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Natural  Colombo  2,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Natural Port Vila (1 M),CA85230KER-7EC73,Kersaint Cobb,25.5,25.5,43.33333333333333,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Natural  Port Vila 1,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Natural Port Vila (2 M),CA85230KER-24352,Kersaint Cobb,51.0,51.0,86.66666666666666,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Natural  Port Vila  2,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Natural Praia (1 M),CA85230KER-94594,Kersaint Cobb,25.5,25.5,43.33333333333333,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Natural  Praia 1,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Natural Praia (2 M),CA85230KER-93469,Kersaint Cobb,51.0,51.0,86.66666666666666,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Natural  Praia  2,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Natural San Marino (1 M),CA85230KER-18EB3,Kersaint Cobb,25.5,25.5,43.33333333333333,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Natural  San Marino 1,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Natural San Marino (2 M),CA85230KER-EC56F,Kersaint Cobb,51.0,51.0,86.66666666666666,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Natural  San Marino  2,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Natural Victoria (1 M),CA85230KER-36860,Kersaint Cobb,25.5,25.5,43.33333333333333,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Natural  Victoria 1,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Matting (Not Stock) Natural Victoria (2 M),CA85230KER-AA93B,Kersaint Cobb,51.0,51.0,86.66666666666666,Carpet,Coir,Kersaint Cobb KC Coir Matting (Not Stock) Natural  Victoria  2,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Boucle Natural Classic Contrast (3.94 M),CA76331KER-CE548,Kersaint Cobb,68.95,68.95,137.9,Carpet,Coir,Kersaint Cobb KC Coir Opulence Boucle Natural Classic Contrast 3.94,Price per SQM: £42.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Boucle Natural Classic Contrast (5 M),CA76331KER-7E3EF,Kersaint Cobb,87.5,87.5,175.0,Carpet,Coir,Kersaint Cobb KC Coir Opulence Boucle Natural Classic Contrast  5,Price per SQM: £42.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Boucle Natural Grand Scheme (3.94 M),CA76331KER-DF105,Kersaint Cobb,68.95,68.95,137.9,Carpet,Coir,Kersaint Cobb KC Coir Opulence Boucle Natural  Grand Scheme 3.94,Price per SQM: £42.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Boucle Natural Grand Scheme (5 M),CA76331KER-100C2,Kersaint Cobb,87.5,87.5,175.0,Carpet,Coir,Kersaint Cobb KC Coir Opulence Boucle Natural  Grand Scheme  5,Price per SQM: £42.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Boucle Natural Grey Miniature (3.94 M),CA76331KER-C6967,Kersaint Cobb,68.95,68.95,137.9,Carpet,Coir,Kersaint Cobb KC Coir Opulence Boucle Natural  Grey Miniature 3.94,Price per SQM: £42.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Boucle Natural Grey Miniature (5 M),CA76331KER-46B5B,Kersaint Cobb,87.5,87.5,175.0,Carpet,Coir,Kersaint Cobb KC Coir Opulence Boucle Natural  Grey Miniature  5,Price per SQM: £42.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Boucle Natural Little Neutral (3.94 M),CA76331KER-E5DD6,Kersaint Cobb,68.95,68.95,137.9,Carpet,Coir,Kersaint Cobb KC Coir Opulence Boucle Natural  Little Neutral 3.94,Price per SQM: £42.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Boucle Natural Little Neutral (5 M),CA76331KER-7E0EE,Kersaint Cobb,87.5,87.5,175.0,Carpet,Coir,Kersaint Cobb KC Coir Opulence Boucle Natural  Little Neutral  5,Price per SQM: £42.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Boucle Natural Oversized Edit (3.94 M),CA76331KER-A63A9,Kersaint Cobb,68.95,68.95,137.9,Carpet,Coir,Kersaint Cobb KC Coir Opulence Boucle Natural  Oversized Edit 3.94,Price per SQM: £42.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Boucle Natural Oversized Edit (5 M),CA76331KER-3D404,Kersaint Cobb,87.5,87.5,175.0,Carpet,Coir,Kersaint Cobb KC Coir Opulence Boucle Natural  Oversized Edit  5,Price per SQM: £42.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Boucle Natural Tonal Giant (3.94 M),CA76331KER-B225B,Kersaint Cobb,68.95,68.95,137.9,Carpet,Coir,Kersaint Cobb KC Coir Opulence Boucle Natural  Tonal Giant 3.94,Price per SQM: £42.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Boucle Natural Tonal Giant (5 M),CA76331KER-CCAC8,Kersaint Cobb,87.5,87.5,175.0,Carpet,Coir,Kersaint Cobb KC Coir Opulence Boucle Natural  Tonal Giant  5,Price per SQM: £42.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Herringbone Natural Basil (3.94 M),CA85131KER-9554A,Kersaint Cobb,63.63099999999999,63.63099999999999,128.05,Carpet,Coir,Kersaint Cobb KC Coir Opulence Herringbone Natural Basil 3.94,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Herringbone Natural Basil (5 M),CA85131KER-E4FBA,Kersaint Cobb,80.75,80.75,162.5,Carpet,Coir,Kersaint Cobb KC Coir Opulence Herringbone Natural Basil  5,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Herringbone Natural Chamomile (3.94 M),CA85131KER-5272D,Kersaint Cobb,63.63099999999999,63.63099999999999,128.05,Carpet,Coir,Kersaint Cobb KC Coir Opulence Herringbone Natural  Chamomile 3.94,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Herringbone Natural Chamomile (5 M),CA85131KER-87F11,Kersaint Cobb,80.75,80.75,162.5,Carpet,Coir,Kersaint Cobb KC Coir Opulence Herringbone Natural  Chamomile  5,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Herringbone Natural Chervil (3.94 M),CA85131KER-9898D,Kersaint Cobb,63.63099999999999,63.63099999999999,128.05,Carpet,Coir,Kersaint Cobb KC Coir Opulence Herringbone Natural  Chervil 3.94,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Herringbone Natural Chervil (5 M),CA85131KER-EC327,Kersaint Cobb,80.75,80.75,162.5,Carpet,Coir,Kersaint Cobb KC Coir Opulence Herringbone Natural  Chervil  5,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Herringbone Natural Rosemary (3.94 M),CA85131KER-36513,Kersaint Cobb,63.63099999999999,63.63099999999999,128.05,Carpet,Coir,Kersaint Cobb KC Coir Opulence Herringbone Natural  Rosemary 3.94,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Herringbone Natural Rosemary (5 M),CA85131KER-D6B97,Kersaint Cobb,80.75,80.75,162.5,Carpet,Coir,Kersaint Cobb KC Coir Opulence Herringbone Natural  Rosemary  5,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Herringbone Natural Sorrel (3.94 M),CA85131KER-CDD7F,Kersaint Cobb,63.63099999999999,63.63099999999999,128.05,Carpet,Coir,Kersaint Cobb KC Coir Opulence Herringbone Natural  Sorrel 3.94,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Herringbone Natural Sorrel (5 M),CA85131KER-F6127,Kersaint Cobb,80.75,80.75,162.5,Carpet,Coir,Kersaint Cobb KC Coir Opulence Herringbone Natural  Sorrel  5,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Herringbone Natural Tarragon (3.94 M),CA85131KER-56128,Kersaint Cobb,63.63099999999999,63.63099999999999,128.05,Carpet,Coir,Kersaint Cobb KC Coir Opulence Herringbone Natural  Tarragon 3.94,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Herringbone Natural Tarragon (5 M),CA85131KER-4DEBC,Kersaint Cobb,80.75,80.75,162.5,Carpet,Coir,Kersaint Cobb KC Coir Opulence Herringbone Natural  Tarragon  5,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Herringbone Natural Wild Garlic (3.94 M),CA85131KER-241A9,Kersaint Cobb,63.63099999999999,63.63099999999999,128.05,Carpet,Coir,Kersaint Cobb KC Coir Opulence Herringbone Natural  Wild Garlic 3.94,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Herringbone Natural Wild Garlic (5 M),CA85131KER-EAE30,Kersaint Cobb,80.75,80.75,162.5,Carpet,Coir,Kersaint Cobb KC Coir Opulence Herringbone Natural  Wild Garlic  5,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Panama Natural Marseilles (3.94 M),CA91275KER-7332F,Kersaint Cobb,63.63099999999999,63.63099999999999,128.05,Carpet,Coir,Kersaint Cobb KC Coir Opulence Panama Natural Marseilles 3.94,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Panama Natural Marseilles (5 M),CA91275KER-56933,Kersaint Cobb,80.75,80.75,162.5,Carpet,Coir,Kersaint Cobb KC Coir Opulence Panama Natural Marseilles  5,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Panama Natural Murcia (3.94 M),CA91275KER-11DB7,Kersaint Cobb,63.63099999999999,63.63099999999999,128.05,Carpet,Coir,Kersaint Cobb KC Coir Opulence Panama Natural  Murcia 3.94,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Panama Natural Murcia (5 M),CA91275KER-EE244,Kersaint Cobb,80.75,80.75,162.5,Carpet,Coir,Kersaint Cobb KC Coir Opulence Panama Natural  Murcia  5,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Panama Natural Toulouse (3.94 M),CA91275KER-BC1D8,Kersaint Cobb,63.63099999999999,63.63099999999999,128.05,Carpet,Coir,Kersaint Cobb KC Coir Opulence Panama Natural  Toulouse 3.94,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Panama Natural Toulouse (5 M),CA91275KER-6E843,Kersaint Cobb,80.75,80.75,162.5,Carpet,Coir,Kersaint Cobb KC Coir Opulence Panama Natural  Toulouse  5,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Panama Natural Vienna (3.94 M),CA91275KER-62B7B,Kersaint Cobb,63.63099999999999,63.63099999999999,128.05,Carpet,Coir,Kersaint Cobb KC Coir Opulence Panama Natural  Vienna 3.94,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Coir Opulence Panama Natural Vienna (5 M),CA91275KER-98E25,Kersaint Cobb,80.75,80.75,162.5,Carpet,Coir,Kersaint Cobb KC Coir Opulence Panama Natural  Vienna  5,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Fine Seagrass - Basketweave Aland (4 M),CA92969KER-10C92,Kersaint Cobb,81.8,81.8,146.66666666666666,Carpet,Seagrass,Kersaint Cobb KC Fine Seagrass - Basketweave  Aland 4,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Fine Seagrass - Basketweave Fjord (4 M),CA92969KER-6F821,Kersaint Cobb,81.8,81.8,146.66666666666666,Carpet,Seagrass,Kersaint Cobb KC Fine Seagrass - Basketweave   Fjord 4,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Fine Seagrass - Basketweave Jutland (4 M),CA92969KER-EC0B7,Kersaint Cobb,81.8,81.8,146.66666666666666,Carpet,Seagrass,Kersaint Cobb KC Fine Seagrass - Basketweave   Jutland 4,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Fine Seagrass - Basketweave Kalmar (4 M),CA92969KER-D2896,Kersaint Cobb,81.8,81.8,146.66666666666666,Carpet,Seagrass,Kersaint Cobb KC Fine Seagrass - Basketweave   Kalmar 4,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Fine Seagrass - Basketweave Lapland (4 M),CA92969KER-92162,Kersaint Cobb,81.8,81.8,146.66666666666666,Carpet,Seagrass,Kersaint Cobb KC Fine Seagrass - Basketweave   Lapland 4,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Fine Seagrass - Basketweave Svalbard (4 M),CA92969KER-F707D,Kersaint Cobb,81.8,81.8,146.66666666666666,Carpet,Seagrass,Kersaint Cobb KC Fine Seagrass - Basketweave   Svalbard 4,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Fine Seagrass - Basketweave Telemark (4 M),CA92969KER-912B3,Kersaint Cobb,81.8,81.8,146.66666666666666,Carpet,Seagrass,Kersaint Cobb KC Fine Seagrass - Basketweave   Telemark 4,Price per SQM: £44.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Fine Seagrass - Herringbone Faroe (4 M),CA45082KER-E8038,Kersaint Cobb,77.2,77.2,153.33333333333334,Carpet,Seagrass,Kersaint Cobb KC Fine Seagrass - Herringbone  Faroe 4,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Fine Seagrass - Herringbone Gotland (4 M),CA45082KER-306E5,Kersaint Cobb,77.2,77.2,153.33333333333334,Carpet,Seagrass,Kersaint Cobb KC Fine Seagrass - Herringbone   Gotland 4,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Fine Seagrass - Herringbone Iceland (4 M),CA45082KER-D114B,Kersaint Cobb,77.2,77.2,153.33333333333334,Carpet,Seagrass,Kersaint Cobb KC Fine Seagrass - Herringbone   Iceland 4,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Fine Seagrass - Herringbone Sweden (4 M),CA45082KER-6CF66,Kersaint Cobb,77.2,77.2,153.33333333333334,Carpet,Seagrass,Kersaint Cobb KC Fine Seagrass - Herringbone   Sweden 4,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Fine Seagrass - Standard Carved Stone (4 M),CA96659KER-E4BD1,Kersaint Cobb,77.2,77.2,153.33333333333334,Carpet,Seagrass,Kersaint Cobb KC Fine Seagrass - Standard  Carved Stone 4,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Fine Seagrass - Standard Crushed Praline (4 M),CA96659KER-54FBF,Kersaint Cobb,77.2,77.2,153.33333333333334,Carpet,Seagrass,Kersaint Cobb KC Fine Seagrass - Standard   Crushed Praline 4,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Fine Seagrass - Standard Granite Dust (4 M),CA96659KER-7C1A9,Kersaint Cobb,77.2,77.2,153.33333333333334,Carpet,Seagrass,Kersaint Cobb KC Fine Seagrass - Standard   Granite Dust 4,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Fine Seagrass - Standard Silver Charm (4 M),CA96659KER-B5969,Kersaint Cobb,77.2,77.2,153.33333333333334,Carpet,Seagrass,Kersaint Cobb KC Fine Seagrass - Standard   Silver Charm 4,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Fine Seagrass - Standard Toasted Almond (4 M),CA96659KER-4B6C1,Kersaint Cobb,77.2,77.2,153.33333333333334,Carpet,Seagrass,Kersaint Cobb KC Fine Seagrass - Standard   Toasted Almond 4,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Jute Herringbone Natural Chalk Powder (4 M),CA77459KER-7622B,Kersaint Cobb,94.4,94.4,170.0,Carpet,Jute,Kersaint Cobb KC Jute Herringbone Natural Chalk Powder 4,Price per SQM: £51.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Jute Herringbone Natural Cool Slate (4 M),CA77459KER-356E3,Kersaint Cobb,94.4,94.4,170.0,Carpet,Jute,Kersaint Cobb KC Jute Herringbone Natural  Cool Slate 4,Price per SQM: £51.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
