Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Satine 884 Pearl 4 (5 M),CA32057LAN-63B33,Lano,155.0,155.0,237.5,Carpet,Carpet,Lano Satine  884 Pearl 4  5,Price per SQM: £57.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 120 Coral (4 M),CA71167LAN-71D31,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia 120 Coral 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 120 Coral (5 M),CA71167LAN-8CEE4,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia 120 Coral  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 130 Rose (4 M),CA71167LAN-44408,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia  130 Rose 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 130 Rose (5 M),CA71167LAN-55884,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia  130 Rose  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 140 Old Rose (4 M),CA71167LAN-C8B33,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia  140 Old Rose 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 140 Old Rose (5 M),CA71167LAN-F894A,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia  140 Old Rose  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 180 Rum (4 M),CA71167LAN-7E137,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia  180 Rum 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 180 Rum (5 M),CA71167LAN-418ED,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia  180 Rum  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 240 Cream (4 M),CA71167LAN-090BE,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia  240 Cream 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 240 Cream (5 M),CA71167LAN-97A85,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia  240 Cream  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 250 Magnolia (4 M),CA71167LAN-3A471,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia  250 Magnolia 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 250 Magnolia (5 M),CA71167LAN-039DF,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia  250 Magnolia  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 260 Camel (4 M),CA71167LAN-D1F73,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia  260 Camel 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 260 Camel (5 M),CA71167LAN-45F21,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia  260 Camel  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 290 Sepia (4 M),CA71167LAN-FA953,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia  290 Sepia 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 290 Sepia (5 M),CA71167LAN-51BC1,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia  290 Sepia  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 370 Gold Leaf (4 M),CA71167LAN-A908C,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia  370 Gold Leaf 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 370 Gold Leaf (5 M),CA71167LAN-78E5F,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia  370 Gold Leaf  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 410 Leather (4 M),CA71167LAN-818EC,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia  410 Leather 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 410 Leather (5 M),CA71167LAN-1A972,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia  410 Leather  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 430 Bamboo Mat (4 M),CA71167LAN-ABF4C,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia  430 Bamboo Mat 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 430 Bamboo Mat (5 M),CA71167LAN-D2453,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia  430 Bamboo Mat  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 440 Ivory (4 M),CA71167LAN-E5F77,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia  440 Ivory 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 440 Ivory (5 M),CA71167LAN-DE98F,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia  440 Ivory  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 450 Sand (4 M),CA71167LAN-53E62,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia  450 Sand 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 450 Sand (5 M),CA71167LAN-F7DD7,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia  450 Sand  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 460 Hemp (4 M),CA71167LAN-75FE2,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia  460 Hemp 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 460 Hemp (5 M),CA71167LAN-976EB,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia  460 Hemp  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 500 Olive (4 M),CA71167LAN-547AA,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia  500 Olive 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 500 Olive (5 M),CA71167LAN-9A20C,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia  500 Olive  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 620 Savanna (4 M),CA71167LAN-C0CCA,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia  620 Savanna 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 620 Savanna (5 M),CA71167LAN-880DA,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia  620 Savanna  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 700 Navy (4 M),CA71167LAN-ADCDE,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia  700 Navy 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 700 Navy (5 M),CA71167LAN-E99CA,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia  700 Navy  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 800 Ebony (4 M),CA71167LAN-CDC37,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia  800 Ebony 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 800 Ebony (5 M),CA71167LAN-B5B21,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia  800 Ebony  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 810 Charcoal (4 M),CA71167LAN-42298,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia  810 Charcoal 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 810 Charcoal (5 M),CA71167LAN-53755,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia  810 Charcoal  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 820 Slate (4 M),CA71167LAN-B97A3,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia  820 Slate 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 820 Slate (5 M),CA71167LAN-84918,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia  820 Slate  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 860 Granite (4 M),CA71167LAN-22625,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia  860 Granite 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 860 Granite (5 M),CA71167LAN-640A2,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia  860 Granite  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 870 Silver (4 M),CA71167LAN-B3CBA,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia  870 Silver 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 870 Silver (5 M),CA71167LAN-6E92C,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia  870 Silver  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 871 Silver 1 (4 M),CA71167LAN-ACD5B,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia  871 Silver 1 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 871 Silver 1 (5 M),CA71167LAN-BD480,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia  871 Silver 1  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 890 Snow (4 M),CA71167LAN-35582,Lano,190.0,190.0,243.33333333333331,Carpet,Carpet,Lano Sofia  890 Snow 4,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Sofia 890 Snow (5 M),CA71167LAN-768D9,Lano,237.5,237.5,304.16666666666663,Carpet,Carpet,Lano Sofia  890 Snow  5,Price per SQM: £73.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Soft Distinction 042 Anemone (4 M),CA38279LAN-C28B3,Lano,44.0,44.0,80.0,Carpet,Carpet,Lano Soft Distinction 042 Anemone 4,Price per SQM: £24.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Soft Distinction 042 Anemone (5 M),CA38279LAN-255F8,Lano,55.0,55.0,100.0,Carpet,Carpet,Lano Soft Distinction 042 Anemone  5,Price per SQM: £24.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Soft Distinction 212 Cappuccino (4 M),CA38279LAN-B3E5F,Lano,44.0,44.0,80.0,Carpet,Carpet,Lano Soft Distinction  212 Cappuccino 4,Price per SQM: £24.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Soft Distinction 212 Cappuccino (5 M),CA38279LAN-8B125,Lano,55.0,55.0,100.0,Carpet,Carpet,Lano Soft Distinction  212 Cappuccino  5,Price per SQM: £24.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Soft Distinction 242 Biscuit (4 M),CA38279LAN-C0067,Lano,44.0,44.0,80.0,Carpet,Carpet,Lano Soft Distinction  242 Biscuit 4,Price per SQM: £24.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Soft Distinction 242 Biscuit (5 M),CA38279LAN-F9EDC,Lano,55.0,55.0,100.0,Carpet,Carpet,Lano Soft Distinction  242 Biscuit  5,Price per SQM: £24.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Soft Distinction 272 Limestone (4 M),CA38279LAN-3EF39,Lano,44.0,44.0,80.0,Carpet,Carpet,Lano Soft Distinction  272 Limestone 4,Price per SQM: £24.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Soft Distinction 272 Limestone (5 M),CA38279LAN-14E39,Lano,55.0,55.0,100.0,Carpet,Carpet,Lano Soft Distinction  272 Limestone  5,Price per SQM: £24.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Soft Distinction 432 Elmwood (4 M),CA38279LAN-72244,Lano,44.0,44.0,80.0,Carpet,Carpet,Lano Soft Distinction  432 Elmwood 4,Price per SQM: £24.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Soft Distinction 432 Elmwood (5 M),CA38279LAN-E05C4,Lano,55.0,55.0,100.0,Carpet,Carpet,Lano Soft Distinction  432 Elmwood  5,Price per SQM: £24.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Soft Distinction 462 Hemp (4 M),CA38279LAN-F3155,Lano,44.0,44.0,80.0,Carpet,Carpet,Lano Soft Distinction  462 Hemp 4,Price per SQM: £24.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Soft Distinction 462 Hemp (5 M),CA38279LAN-A7F8A,Lano,55.0,55.0,100.0,Carpet,Carpet,Lano Soft Distinction  462 Hemp  5,Price per SQM: £24.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Soft Distinction 832 Ash (4 M),CA38279LAN-3C316,Lano,44.0,44.0,80.0,Carpet,Carpet,Lano Soft Distinction  832 Ash 4,Price per SQM: £24.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Soft Distinction 832 Ash (5 M),CA38279LAN-A2A31,Lano,55.0,55.0,100.0,Carpet,Carpet,Lano Soft Distinction  832 Ash  5,Price per SQM: £24.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Soft Distinction 842 Greystone (4 M),CA38279LAN-665A2,Lano,44.0,44.0,80.0,Carpet,Carpet,Lano Soft Distinction  842 Greystone 4,Price per SQM: £24.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Soft Distinction 842 Greystone (5 M),CA38279LAN-C3000,Lano,55.0,55.0,100.0,Carpet,Carpet,Lano Soft Distinction  842 Greystone  5,Price per SQM: £24.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Soft Distinction 852 Metal (4 M),CA38279LAN-C58B0,Lano,44.0,44.0,80.0,Carpet,Carpet,Lano Soft Distinction  852 Metal 4,Price per SQM: £24.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Soft Distinction 852 Metal (5 M),CA38279LAN-A2A02,Lano,55.0,55.0,100.0,Carpet,Carpet,Lano Soft Distinction  852 Metal  5,Price per SQM: £24.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Soft Distinction 862 Paloma (4 M),CA38279LAN-5BC48,Lano,44.0,44.0,80.0,Carpet,Carpet,Lano Soft Distinction  862 Paloma 4,Price per SQM: £24.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Soft Distinction 862 Paloma (5 M),CA38279LAN-C3926,Lano,55.0,55.0,100.0,Carpet,Carpet,Lano Soft Distinction  862 Paloma  5,Price per SQM: £24.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Soft Distinction 872 Silver (4 M),CA38279LAN-F9843,Lano,44.0,44.0,80.0,Carpet,Carpet,Lano Soft Distinction  872 Silver 4,Price per SQM: £24.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Soft Distinction 872 Silver (5 M),CA38279LAN-605CB,Lano,55.0,55.0,100.0,Carpet,Carpet,Lano Soft Distinction  872 Silver  5,Price per SQM: £24.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
