Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Freedom 820 Domino (5 M),CA81874LAN-85CD5,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom  820 Domino  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 830 Elephant (4 M),CA81874LAN-3C298,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom  830 Elephant 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 830 Elephant (5 M),CA81874LAN-35CE4,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom  830 Elephant  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 841 Dolphin (4 M),CA81874LAN-A6DE2,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom  841 Dolphin 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 841 Dolphin (5 M),CA81874LAN-3F09B,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom  841 Dolphin  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 850 Urban Obsession (4 M),CA81874LAN-E05B9,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom  850 Urban Obsession 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 850 Urban Obsession (5 M),CA81874LAN-26C1A,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom  850 Urban Obsession  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 871 Carved Stone (4 M),CA81874LAN-29E0E,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom  871 Carved Stone 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 871 Carved Stone (5 M),CA81874LAN-44A0F,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom  871 Carved Stone  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 880 Egyptian Cotton (4 M),CA81874LAN-E619D,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom  880 Egyptian Cotton 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 880 Egyptian Cotton (5 M),CA81874LAN-4B403,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom  880 Egyptian Cotton  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 890 Ivory (4 M),CA81874LAN-9DA6C,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom  890 Ivory 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 890 Ivory (5 M),CA81874LAN-1CABD,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom  890 Ivory  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 090 Aubergine (4 M),CA47889LAN-05E5F,Lano,110.0,110.0,160.0,Carpet,Carpet,Lano Incasa 090 Aubergine 4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 090 Aubergine (5 M),CA47889LAN-FEDEA,Lano,137.5,137.5,200.0,Carpet,Carpet,Lano Incasa 090 Aubergine  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 170 Salmon (4 M),CA47889LAN-54763,Lano,110.0,110.0,160.0,Carpet,Carpet,Lano Incasa  170 Salmon 4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 170 Salmon (5 M),CA47889LAN-DA992,Lano,137.5,137.5,200.0,Carpet,Carpet,Lano Incasa  170 Salmon  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 240 Cream (4 M),CA47889LAN-090BE,Lano,110.0,110.0,160.0,Carpet,Carpet,Lano Incasa  240 Cream 4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 240 Cream (5 M),CA47889LAN-97A85,Lano,137.5,137.5,200.0,Carpet,Carpet,Lano Incasa  240 Cream  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 250 Magnolia (4 M),CA47889LAN-3A471,Lano,110.0,110.0,160.0,Carpet,Carpet,Lano Incasa  250 Magnolia 4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 250 Magnolia (5 M),CA47889LAN-039DF,Lano,137.5,137.5,200.0,Carpet,Carpet,Lano Incasa  250 Magnolia  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 260 Camel (4 M),CA47889LAN-D1F73,Lano,110.0,110.0,160.0,Carpet,Carpet,Lano Incasa  260 Camel 4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 260 Camel (5 M),CA47889LAN-45F21,Lano,137.5,137.5,200.0,Carpet,Carpet,Lano Incasa  260 Camel  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 270 Almond (4 M),CA47889LAN-3FD2F,Lano,110.0,110.0,160.0,Carpet,Carpet,Lano Incasa  270 Almond 4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 270 Almond (5 M),CA47889LAN-0EB9E,Lano,137.5,137.5,200.0,Carpet,Carpet,Lano Incasa  270 Almond  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 540 Curry (4 M),CA47889LAN-F6CA6,Lano,110.0,110.0,160.0,Carpet,Carpet,Lano Incasa  540 Curry 4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 540 Curry (5 M),CA47889LAN-F5F54,Lano,137.5,137.5,200.0,Carpet,Carpet,Lano Incasa  540 Curry  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 710 Atlantic (4 M),CA47889LAN-A92B2,Lano,110.0,110.0,160.0,Carpet,Carpet,Lano Incasa  710 Atlantic 4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 710 Atlantic (5 M),CA47889LAN-824C9,Lano,137.5,137.5,200.0,Carpet,Carpet,Lano Incasa  710 Atlantic  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 720 Blue Cape (4 M),CA47889LAN-5BEAF,Lano,110.0,110.0,160.0,Carpet,Carpet,Lano Incasa  720 Blue Cape 4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 720 Blue Cape (5 M),CA47889LAN-2DFCC,Lano,137.5,137.5,200.0,Carpet,Carpet,Lano Incasa  720 Blue Cape  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 740 Ocean (4 M),CA47889LAN-03D66,Lano,110.0,110.0,160.0,Carpet,Carpet,Lano Incasa  740 Ocean 4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 740 Ocean (5 M),CA47889LAN-2DDB5,Lano,137.5,137.5,200.0,Carpet,Carpet,Lano Incasa  740 Ocean  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 810 Charcoal (4 M),CA47889LAN-42298,Lano,110.0,110.0,160.0,Carpet,Carpet,Lano Incasa  810 Charcoal 4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 810 Charcoal (5 M),CA47889LAN-53755,Lano,137.5,137.5,200.0,Carpet,Carpet,Lano Incasa  810 Charcoal  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 820 Slate (4 M),CA47889LAN-B97A3,Lano,110.0,110.0,160.0,Carpet,Carpet,Lano Incasa  820 Slate 4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 820 Slate (5 M),CA47889LAN-84918,Lano,137.5,137.5,200.0,Carpet,Carpet,Lano Incasa  820 Slate  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 850 Moonbeam (4 M),CA47889LAN-3E602,Lano,110.0,110.0,160.0,Carpet,Carpet,Lano Incasa  850 Moonbeam 4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 850 Moonbeam (5 M),CA47889LAN-13DF5,Lano,137.5,137.5,200.0,Carpet,Carpet,Lano Incasa  850 Moonbeam  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 880 Pearl (4 M),CA47889LAN-A05D4,Lano,110.0,110.0,160.0,Carpet,Carpet,Lano Incasa  880 Pearl 4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Incasa 880 Pearl (5 M),CA47889LAN-07135,Lano,137.5,137.5,200.0,Carpet,Carpet,Lano Incasa  880 Pearl  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Jade 110 Carmine (4 M),CA20130LAN-D6511,Lano,64.0,64.0,116.66666666666666,Carpet,Carpet,Lano Jade 110 Carmine 4,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 110 Carmine (5 M),CA20130LAN-E087F,Lano,80.0,80.0,145.83333333333331,Carpet,Carpet,Lano Jade 110 Carmine  5,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 180 Rum (4 M),CA20130LAN-7E137,Lano,64.0,64.0,116.66666666666666,Carpet,Carpet,Lano Jade  180 Rum 4,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 180 Rum (5 M),CA20130LAN-418ED,Lano,80.0,80.0,145.83333333333331,Carpet,Carpet,Lano Jade  180 Rum  5,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 250 Magnolia (4 M),CA20130LAN-3A471,Lano,64.0,64.0,116.66666666666666,Carpet,Carpet,Lano Jade  250 Magnolia 4,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 250 Magnolia (5 M),CA20130LAN-039DF,Lano,80.0,80.0,145.83333333333331,Carpet,Carpet,Lano Jade  250 Magnolia  5,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 260 Camel (4 M),CA20130LAN-D1F73,Lano,64.0,64.0,116.66666666666666,Carpet,Carpet,Lano Jade  260 Camel 4,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 260 Camel (5 M),CA20130LAN-45F21,Lano,80.0,80.0,145.83333333333331,Carpet,Carpet,Lano Jade  260 Camel  5,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 400 Coffee (4 M),CA20130LAN-30F14,Lano,64.0,64.0,116.66666666666666,Carpet,Carpet,Lano Jade  400 Coffee 4,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 400 Coffee (5 M),CA20130LAN-83D79,Lano,80.0,80.0,145.83333333333331,Carpet,Carpet,Lano Jade  400 Coffee  5,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 420 Cornstalk (4 M),CA20130LAN-B445D,Lano,64.0,64.0,116.66666666666666,Carpet,Carpet,Lano Jade  420 Cornstalk 4,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 420 Cornstalk (5 M),CA20130LAN-FBBD3,Lano,80.0,80.0,145.83333333333331,Carpet,Carpet,Lano Jade  420 Cornstalk  5,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 450 Sand (4 M),CA20130LAN-53E62,Lano,64.0,64.0,116.66666666666666,Carpet,Carpet,Lano Jade  450 Sand 4,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 450 Sand (5 M),CA20130LAN-F7DD7,Lano,80.0,80.0,145.83333333333331,Carpet,Carpet,Lano Jade  450 Sand  5,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 710 Atlantic (4 M),CA20130LAN-A92B2,Lano,64.0,64.0,116.66666666666666,Carpet,Carpet,Lano Jade  710 Atlantic 4,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 710 Atlantic (5 M),CA20130LAN-824C9,Lano,80.0,80.0,145.83333333333331,Carpet,Carpet,Lano Jade  710 Atlantic  5,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 780 Steel (4 M),CA20130LAN-3EF93,Lano,64.0,64.0,116.66666666666666,Carpet,Carpet,Lano Jade  780 Steel 4,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 780 Steel (5 M),CA20130LAN-50F86,Lano,80.0,80.0,145.83333333333331,Carpet,Carpet,Lano Jade  780 Steel  5,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 800 Ebony (4 M),CA20130LAN-CDC37,Lano,64.0,64.0,116.66666666666666,Carpet,Carpet,Lano Jade  800 Ebony 4,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 800 Ebony (5 M),CA20130LAN-B5B21,Lano,80.0,80.0,145.83333333333331,Carpet,Carpet,Lano Jade  800 Ebony  5,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 820 Slate (4 M),CA20130LAN-B97A3,Lano,64.0,64.0,116.66666666666666,Carpet,Carpet,Lano Jade  820 Slate 4,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 820 Slate (5 M),CA20130LAN-84918,Lano,80.0,80.0,145.83333333333331,Carpet,Carpet,Lano Jade  820 Slate  5,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 830 Ash (4 M),CA20130LAN-DCBFF,Lano,64.0,64.0,116.66666666666666,Carpet,Carpet,Lano Jade  830 Ash 4,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 830 Ash (5 M),CA20130LAN-AA93C,Lano,80.0,80.0,145.83333333333331,Carpet,Carpet,Lano Jade  830 Ash  5,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 840 Moonshine (4 M),CA20130LAN-1F1AC,Lano,64.0,64.0,116.66666666666666,Carpet,Carpet,Lano Jade  840 Moonshine 4,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 840 Moonshine (5 M),CA20130LAN-933EF,Lano,80.0,80.0,145.83333333333331,Carpet,Carpet,Lano Jade  840 Moonshine  5,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 850 Moonbeam (4 M),CA20130LAN-3E602,Lano,64.0,64.0,116.66666666666666,Carpet,Carpet,Lano Jade  850 Moonbeam 4,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Jade 850 Moonbeam (5 M),CA20130LAN-13DF5,Lano,80.0,80.0,145.83333333333331,Carpet,Carpet,Lano Jade  850 Moonbeam  5,Price per SQM: £35.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Lior 060 Heather (4 M),CA55762LAN-94FD2,Lano,132.0,132.0,180.0,Carpet,Carpet,Lano Lior 060 Heather 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 060 Heather (5 M),CA55762LAN-B365D,Lano,165.0,165.0,225.0,Carpet,Carpet,Lano Lior 060 Heather  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 120 Coral (4 M),CA55762LAN-71D31,Lano,132.0,132.0,180.0,Carpet,Carpet,Lano Lior  120 Coral 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 120 Coral (5 M),CA55762LAN-8CEE4,Lano,165.0,165.0,225.0,Carpet,Carpet,Lano Lior  120 Coral  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 150 Sahara (4 M),CA55762LAN-56FC9,Lano,132.0,132.0,180.0,Carpet,Carpet,Lano Lior  150 Sahara 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 150 Sahara (5 M),CA55762LAN-2D38C,Lano,165.0,165.0,225.0,Carpet,Carpet,Lano Lior  150 Sahara  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 160 Muscat (4 M),CA55762LAN-DC176,Lano,132.0,132.0,180.0,Carpet,Carpet,Lano Lior  160 Muscat 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 160 Muscat (5 M),CA55762LAN-101CD,Lano,165.0,165.0,225.0,Carpet,Carpet,Lano Lior  160 Muscat  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 210 Tobacco (4 M),CA55762LAN-68EF6,Lano,132.0,132.0,180.0,Carpet,Carpet,Lano Lior  210 Tobacco 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 210 Tobacco (5 M),CA55762LAN-DCC71,Lano,165.0,165.0,225.0,Carpet,Carpet,Lano Lior  210 Tobacco  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 240 Cream (4 M),CA55762LAN-090BE,Lano,132.0,132.0,180.0,Carpet,Carpet,Lano Lior  240 Cream 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 240 Cream (5 M),CA55762LAN-97A85,Lano,165.0,165.0,225.0,Carpet,Carpet,Lano Lior  240 Cream  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 250 Magnolia (4 M),CA55762LAN-3A471,Lano,132.0,132.0,180.0,Carpet,Carpet,Lano Lior  250 Magnolia 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 250 Magnolia (5 M),CA55762LAN-039DF,Lano,165.0,165.0,225.0,Carpet,Carpet,Lano Lior  250 Magnolia  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 260 Camel (4 M),CA55762LAN-D1F73,Lano,132.0,132.0,180.0,Carpet,Carpet,Lano Lior  260 Camel 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 260 Camel (5 M),CA55762LAN-45F21,Lano,165.0,165.0,225.0,Carpet,Carpet,Lano Lior  260 Camel  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 380 Bronze (4 M),CA55762LAN-E800F,Lano,132.0,132.0,180.0,Carpet,Carpet,Lano Lior  380 Bronze 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 380 Bronze (5 M),CA55762LAN-74C21,Lano,165.0,165.0,225.0,Carpet,Carpet,Lano Lior  380 Bronze  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 480 Barley (4 M),CA55762LAN-87364,Lano,132.0,132.0,180.0,Carpet,Carpet,Lano Lior  480 Barley 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 480 Barley (5 M),CA55762LAN-69A92,Lano,165.0,165.0,225.0,Carpet,Carpet,Lano Lior  480 Barley  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 610 Ivy (4 M),CA55762LAN-7460F,Lano,132.0,132.0,180.0,Carpet,Carpet,Lano Lior  610 Ivy 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 610 Ivy (5 M),CA55762LAN-80DE0,Lano,165.0,165.0,225.0,Carpet,Carpet,Lano Lior  610 Ivy  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 720 Blue Cape (4 M),CA55762LAN-5BEAF,Lano,132.0,132.0,180.0,Carpet,Carpet,Lano Lior  720 Blue Cape 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 720 Blue Cape (5 M),CA55762LAN-2DFCC,Lano,165.0,165.0,225.0,Carpet,Carpet,Lano Lior  720 Blue Cape  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 740 Ocean (4 M),CA55762LAN-03D66,Lano,132.0,132.0,180.0,Carpet,Carpet,Lano Lior  740 Ocean 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 740 Ocean (5 M),CA55762LAN-2DDB5,Lano,165.0,165.0,225.0,Carpet,Carpet,Lano Lior  740 Ocean  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 770 Sapphire (4 M),CA55762LAN-A9D56,Lano,132.0,132.0,180.0,Carpet,Carpet,Lano Lior  770 Sapphire 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 770 Sapphire (5 M),CA55762LAN-5D0B1,Lano,165.0,165.0,225.0,Carpet,Carpet,Lano Lior  770 Sapphire  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 810 Charcoal (4 M),CA55762LAN-42298,Lano,132.0,132.0,180.0,Carpet,Carpet,Lano Lior  810 Charcoal 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 810 Charcoal (5 M),CA55762LAN-53755,Lano,165.0,165.0,225.0,Carpet,Carpet,Lano Lior  810 Charcoal  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 820 Slate (4 M),CA55762LAN-B97A3,Lano,132.0,132.0,180.0,Carpet,Carpet,Lano Lior  820 Slate 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 820 Slate (5 M),CA55762LAN-84918,Lano,165.0,165.0,225.0,Carpet,Carpet,Lano Lior  820 Slate  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 840 Moonshine (4 M),CA55762LAN-1F1AC,Lano,132.0,132.0,180.0,Carpet,Carpet,Lano Lior  840 Moonshine 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 840 Moonshine (5 M),CA55762LAN-933EF,Lano,165.0,165.0,225.0,Carpet,Carpet,Lano Lior  840 Moonshine  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 860 Granite (4 M),CA55762LAN-22625,Lano,132.0,132.0,180.0,Carpet,Carpet,Lano Lior  860 Granite 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 860 Granite (5 M),CA55762LAN-640A2,Lano,165.0,165.0,225.0,Carpet,Carpet,Lano Lior  860 Granite  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 870 Silver (4 M),CA55762LAN-B3CBA,Lano,132.0,132.0,180.0,Carpet,Carpet,Lano Lior  870 Silver 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 870 Silver (5 M),CA55762LAN-6E92C,Lano,165.0,165.0,225.0,Carpet,Carpet,Lano Lior  870 Silver  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 880 Pearl (4 M),CA55762LAN-A05D4,Lano,132.0,132.0,180.0,Carpet,Carpet,Lano Lior  880 Pearl 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 880 Pearl (5 M),CA55762LAN-07135,Lano,165.0,165.0,225.0,Carpet,Carpet,Lano Lior  880 Pearl  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 890 Snow (4 M),CA55762LAN-35582,Lano,132.0,132.0,180.0,Carpet,Carpet,Lano Lior  890 Snow 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lior 890 Snow (5 M),CA55762LAN-768D9,Lano,165.0,165.0,225.0,Carpet,Carpet,Lano Lior  890 Snow  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Grand 080 Purple (4 M),CA99156LAN-E948C,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Grand 080 Purple 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Grand 080 Purple (5 M),CA99156LAN-4FAFC,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Grand 080 Purple  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
