Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Pure Luxury Wool - Tundra Platinum (5 M),CA44832WES-7D519,Westex,299.52000000000004,299.52000000000004,412.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Platinum  5,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Storm (1 M),CA44832WES-29F0B,Westex,59.904,59.904,82.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Storm 1,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Storm (3.66 M),CA44832WES-D26A9,Westex,219.24864000000002,219.24864000000002,301.95,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Storm  3.66,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Storm (4 M),CA44832WES-D4082,Westex,239.616,239.616,330.0,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Storm  4,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Storm (4.57 M),CA44832WES-BEB73,Westex,273.76128000000006,273.76128000000006,377.02500000000003,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Storm  4.57,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Storm (5 M),CA44832WES-73318,Westex,299.52000000000004,299.52000000000004,412.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Storm  5,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Alloy (1 M),CA15599WES-D61E8,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic Alloy 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Alloy (3.66 M),CA15599WES-7F670,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic Alloy  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Alloy (4 M),CA15599WES-ED7DA,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic Alloy  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Alloy (4.57 M),CA15599WES-CEA96,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic Alloy  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Alloy (5 M),CA15599WES-CEF13,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic Alloy  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Alpaca (1 M),CA15599WES-7EAF7,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Alpaca 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Alpaca (3.66 M),CA15599WES-28107,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic  Alpaca  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Alpaca (4 M),CA15599WES-07DF9,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Alpaca  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Alpaca (4.57 M),CA15599WES-BA860,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Alpaca  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Alpaca (5 M),CA15599WES-61B65,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic  Alpaca  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Ammolite (1 M),CA15599WES-7FF93,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Ammolite 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Ammolite (3.66 M),CA15599WES-653FD,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic  Ammolite  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Ammolite (4 M),CA15599WES-CDDC3,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Ammolite  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Ammolite (4.57 M),CA15599WES-92674,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Ammolite  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Ammolite (5 M),CA15599WES-E1DC9,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic  Ammolite  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Aniseed (1 M),CA15599WES-96776,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Aniseed 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Aniseed (3.66 M),CA15599WES-88C00,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic  Aniseed  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Aniseed (4 M),CA15599WES-E2B7D,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Aniseed  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Aniseed (4.57 M),CA15599WES-7F33C,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Aniseed  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Aniseed (5 M),CA15599WES-17483,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic  Aniseed  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Blonde (1 M),CA15599WES-24641,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Blonde 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Blonde (3.66 M),CA15599WES-7C6AB,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic  Blonde  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Blonde (4 M),CA15599WES-E8341,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Blonde  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Blonde (4.57 M),CA15599WES-6B5C4,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Blonde  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Blonde (5 M),CA15599WES-6FA00,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic  Blonde  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Calcite (1 M),CA15599WES-73615,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Calcite 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Calcite (3.66 M),CA15599WES-0FBBD,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic  Calcite  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Calcite (4 M),CA15599WES-32CDC,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Calcite  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Calcite (4.57 M),CA15599WES-CEF16,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Calcite  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Calcite (5 M),CA15599WES-E4C37,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic  Calcite  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Camel (1 M),CA15599WES-EBFDF,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Camel 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Camel (3.66 M),CA15599WES-AD850,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic  Camel  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Camel (4 M),CA15599WES-9B911,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Camel  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Camel (4.57 M),CA15599WES-9857E,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Camel  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Camel (5 M),CA15599WES-461DD,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic  Camel  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Cashmere (1 M),CA15599WES-6F4D5,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Cashmere 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Cashmere (3.66 M),CA15599WES-72F8B,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic  Cashmere  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Cashmere (4 M),CA15599WES-29547,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Cashmere  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Cashmere (4.57 M),CA15599WES-D2D1A,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Cashmere  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Cashmere (5 M),CA15599WES-0E2CC,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic  Cashmere  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Charm (1 M),CA15599WES-1CA7E,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Charm 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Charm (3.66 M),CA15599WES-A2138,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic  Charm  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Charm (4 M),CA15599WES-3B8F6,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Charm  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Charm (4.57 M),CA15599WES-9DD4A,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Charm  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Charm (5 M),CA15599WES-0A8D6,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic  Charm  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Ecru (1 M),CA15599WES-7A71D,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Ecru 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Ecru (3.66 M),CA15599WES-CF3E9,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic  Ecru  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Ecru (4 M),CA15599WES-A9610,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Ecru  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Ecru (4.57 M),CA15599WES-C4EAD,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Ecru  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Ecru (5 M),CA15599WES-2AC74,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic  Ecru  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Frost (1 M),CA15599WES-E8206,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Frost 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Frost (3.66 M),CA15599WES-7FD72,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic  Frost  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Frost (4 M),CA15599WES-EE331,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Frost  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Frost (4.57 M),CA15599WES-1AF0C,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Frost  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Frost (5 M),CA15599WES-8039F,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic  Frost  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Glacier (1 M),CA15599WES-AF48A,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Glacier 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Glacier (3.66 M),CA15599WES-EE600,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic  Glacier  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Glacier (4 M),CA15599WES-66AC4,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Glacier  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Glacier (4.57 M),CA15599WES-CA214,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Glacier  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Glacier (5 M),CA15599WES-542C9,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic  Glacier  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Graphite (1 M),CA15599WES-1123D,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Graphite 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Graphite (3.66 M),CA15599WES-DE198,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic  Graphite  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Graphite (4 M),CA15599WES-96A2B,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Graphite  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Graphite (4.57 M),CA15599WES-0E953,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Graphite  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Graphite (5 M),CA15599WES-BB0A9,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic  Graphite  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Hurricane (1 M),CA15599WES-4943A,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Hurricane 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Hurricane (3.66 M),CA15599WES-BF92E,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic  Hurricane  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Hurricane (4 M),CA15599WES-8D23A,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Hurricane  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Hurricane (4.57 M),CA15599WES-F1F3E,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Hurricane  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Hurricane (5 M),CA15599WES-450CC,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic  Hurricane  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Liquorice (1 M),CA15599WES-68FF7,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Liquorice 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Liquorice (3.66 M),CA15599WES-17D58,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic  Liquorice  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Liquorice (4 M),CA15599WES-5E845,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Liquorice  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Liquorice (4.57 M),CA15599WES-1245B,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Liquorice  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Liquorice (5 M),CA15599WES-0BF3C,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic  Liquorice  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Mica (1 M),CA15599WES-251D9,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Mica 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Mica (3.66 M),CA15599WES-3A4F1,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic  Mica  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Mica (4 M),CA15599WES-14E2E,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Mica  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Mica (4.57 M),CA15599WES-81D47,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Mica  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Mica (5 M),CA15599WES-BE530,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic  Mica  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Moonstone (1 M),CA15599WES-DBCBA,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Moonstone 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Moonstone (3.66 M),CA15599WES-E5908,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic  Moonstone  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Moonstone (4 M),CA15599WES-20EA5,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Moonstone  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Moonstone (4.57 M),CA15599WES-BC9C7,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Moonstone  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Moonstone (5 M),CA15599WES-B13C5,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic  Moonstone  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Pumice (1 M),CA15599WES-87581,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Pumice 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Pumice (3.66 M),CA15599WES-97941,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic  Pumice  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Pumice (4 M),CA15599WES-F43C1,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Pumice  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Pumice (4.57 M),CA15599WES-F2273,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Pumice  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Pumice (5 M),CA15599WES-4741E,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic  Pumice  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Smoulder (1 M),CA15599WES-7511F,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Smoulder 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Smoulder (3.66 M),CA15599WES-F3CD4,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic  Smoulder  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Smoulder (4 M),CA15599WES-F7E5F,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Smoulder  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Smoulder (4.57 M),CA15599WES-2B72F,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Smoulder  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
