Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Indulgence Dove Grey (2.5 M),CA11376ABI-D2389,Abingdon Carpets,41.224999999999994,41.224999999999994,83.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Dove Grey 2.5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Dove Grey (4 M),CA11376ABI-46075,Abingdon Carpets,65.96,65.96,133.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Dove Grey  4,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Dove Grey (5 M),CA11376ABI-47E58,Abingdon Carpets,82.44999999999999,82.44999999999999,166.66666666666669,Carpet,Carpet,Abingdon Carpets Indulgence  Dove Grey  5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Silver Dollar (2.5 M),CA11376ABI-AEF41,Abingdon Carpets,41.224999999999994,41.224999999999994,83.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Silver Dollar 2.5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Silver Dollar (4 M),CA11376ABI-B193D,Abingdon Carpets,65.96,65.96,133.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Silver Dollar  4,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Silver Dollar (5 M),CA11376ABI-ABD2F,Abingdon Carpets,82.44999999999999,82.44999999999999,166.66666666666669,Carpet,Carpet,Abingdon Carpets Indulgence  Silver Dollar  5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Pearlescent (2.5 M),CA11376ABI-62DA4,Abingdon Carpets,41.224999999999994,41.224999999999994,83.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Pearlescent 2.5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Pearlescent (4 M),CA11376ABI-40064,Abingdon Carpets,65.96,65.96,133.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Pearlescent  4,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Pearlescent (5 M),CA11376ABI-AE259,Abingdon Carpets,82.44999999999999,82.44999999999999,166.66666666666669,Carpet,Carpet,Abingdon Carpets Indulgence  Pearlescent  5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Imperial Grey (2.5 M),CA11376ABI-FBC58,Abingdon Carpets,41.224999999999994,41.224999999999994,83.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Imperial Grey 2.5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Imperial Grey (4 M),CA11376ABI-6B3BE,Abingdon Carpets,65.96,65.96,133.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Imperial Grey  4,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Imperial Grey (5 M),CA11376ABI-C5368,Abingdon Carpets,82.44999999999999,82.44999999999999,166.66666666666669,Carpet,Carpet,Abingdon Carpets Indulgence  Imperial Grey  5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Rocky Mountain (2.5 M),CA11376ABI-EF7F8,Abingdon Carpets,41.224999999999994,41.224999999999994,83.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Rocky Mountain 2.5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Rocky Mountain (4 M),CA11376ABI-0D3AA,Abingdon Carpets,65.96,65.96,133.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Rocky Mountain  4,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Rocky Mountain (5 M),CA11376ABI-C0A55,Abingdon Carpets,82.44999999999999,82.44999999999999,166.66666666666669,Carpet,Carpet,Abingdon Carpets Indulgence  Rocky Mountain  5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Deep Frost (2.5 M),CA11376ABI-C7F8B,Abingdon Carpets,41.224999999999994,41.224999999999994,83.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Deep Frost 2.5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Deep Frost (4 M),CA11376ABI-A4E69,Abingdon Carpets,65.96,65.96,133.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Deep Frost  4,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Deep Frost (5 M),CA11376ABI-465B3,Abingdon Carpets,82.44999999999999,82.44999999999999,166.66666666666669,Carpet,Carpet,Abingdon Carpets Indulgence  Deep Frost  5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Soft Honey (2.5 M),CA11376ABI-B1CA5,Abingdon Carpets,41.224999999999994,41.224999999999994,83.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Soft Honey 2.5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Soft Honey (4 M),CA11376ABI-70DBD,Abingdon Carpets,65.96,65.96,133.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Soft Honey  4,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Soft Honey (5 M),CA11376ABI-F0029,Abingdon Carpets,82.44999999999999,82.44999999999999,166.66666666666669,Carpet,Carpet,Abingdon Carpets Indulgence  Soft Honey  5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Sea Shell (2.5 M),CA11376ABI-EC36B,Abingdon Carpets,41.224999999999994,41.224999999999994,83.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Sea Shell 2.5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Sea Shell (4 M),CA11376ABI-31D67,Abingdon Carpets,65.96,65.96,133.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Sea Shell  4,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Sea Shell (5 M),CA11376ABI-5F5CB,Abingdon Carpets,82.44999999999999,82.44999999999999,166.66666666666669,Carpet,Carpet,Abingdon Carpets Indulgence  Sea Shell  5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Silver Bullet (2.5 M),CA11376ABI-C7133,Abingdon Carpets,41.224999999999994,41.224999999999994,83.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Silver Bullet 2.5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Silver Bullet (4 M),CA11376ABI-39204,Abingdon Carpets,65.96,65.96,133.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Silver Bullet  4,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Silver Bullet (5 M),CA11376ABI-E7055,Abingdon Carpets,82.44999999999999,82.44999999999999,166.66666666666669,Carpet,Carpet,Abingdon Carpets Indulgence  Silver Bullet  5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Denim Blue (2.5 M),CA11376ABI-345D0,Abingdon Carpets,41.224999999999994,41.224999999999994,83.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Denim Blue 2.5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Denim Blue (4 M),CA11376ABI-64963,Abingdon Carpets,65.96,65.96,133.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Denim Blue  4,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Denim Blue (5 M),CA11376ABI-958B5,Abingdon Carpets,82.44999999999999,82.44999999999999,166.66666666666669,Carpet,Carpet,Abingdon Carpets Indulgence  Denim Blue  5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Dusky Pink (2.5 M),CA11376ABI-9E952,Abingdon Carpets,41.224999999999994,41.224999999999994,83.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Dusky Pink 2.5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Dusky Pink (4 M),CA11376ABI-C61C1,Abingdon Carpets,65.96,65.96,133.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Dusky Pink  4,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Dusky Pink (5 M),CA11376ABI-6F1CE,Abingdon Carpets,82.44999999999999,82.44999999999999,166.66666666666669,Carpet,Carpet,Abingdon Carpets Indulgence  Dusky Pink  5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Dry Ice (2.5 M),CA11376ABI-A080B,Abingdon Carpets,41.224999999999994,41.224999999999994,83.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Dry Ice 2.5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Dry Ice (4 M),CA11376ABI-489DE,Abingdon Carpets,65.96,65.96,133.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Dry Ice  4,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Dry Ice (5 M),CA11376ABI-BFB18,Abingdon Carpets,82.44999999999999,82.44999999999999,166.66666666666669,Carpet,Carpet,Abingdon Carpets Indulgence  Dry Ice  5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Cool Mist (2.5 M),CA11376ABI-EAA8B,Abingdon Carpets,41.224999999999994,41.224999999999994,83.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Cool Mist 2.5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Cool Mist (4 M),CA11376ABI-19007,Abingdon Carpets,65.96,65.96,133.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Cool Mist  4,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Cool Mist (5 M),CA11376ABI-BC3FD,Abingdon Carpets,82.44999999999999,82.44999999999999,166.66666666666669,Carpet,Carpet,Abingdon Carpets Indulgence  Cool Mist  5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Glacier (2.5 M),CA76114ABI-2448E,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Lasting Romance Glacier 2.5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Glacier (4 M),CA76114ABI-66AC4,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Lasting Romance Glacier  4,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Glacier (5 M),CA76114ABI-542C9,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Lasting Romance Glacier  5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Dove Grey (2.5 M),CA76114ABI-D2389,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Dove Grey 2.5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Dove Grey (4 M),CA76114ABI-46075,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Dove Grey  4,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Dove Grey (5 M),CA76114ABI-47E58,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Dove Grey  5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Mercury (2.5 M),CA76114ABI-6FB80,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Mercury 2.5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Mercury (4 M),CA76114ABI-4D6B8,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Mercury  4,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Mercury (5 M),CA76114ABI-65250,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Mercury  5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Shimmer (2.5 M),CA76114ABI-8F8B0,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Shimmer 2.5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Shimmer (4 M),CA76114ABI-45615,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Shimmer  4,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Shimmer (5 M),CA76114ABI-67A59,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Shimmer  5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Silver Cloud (2.5 M),CA76114ABI-404A6,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Silver Cloud 2.5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Silver Cloud (4 M),CA76114ABI-6DD2F,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Silver Cloud  4,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Silver Cloud (5 M),CA76114ABI-032A0,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Silver Cloud  5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Pewter (2.5 M),CA76114ABI-86B5B,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Pewter 2.5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Pewter (4 M),CA76114ABI-91CA0,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Pewter  4,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Pewter (5 M),CA76114ABI-D0639,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Pewter  5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Nickel (2.5 M),CA76114ABI-3FC6F,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Nickel 2.5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Nickel (4 M),CA76114ABI-B55CB,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Nickel  4,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Nickel (5 M),CA76114ABI-7FCDE,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Nickel  5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Welsh Slate (2.5 M),CA76114ABI-AD16B,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Welsh Slate 2.5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Welsh Slate (4 M),CA76114ABI-96025,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Welsh Slate  4,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Welsh Slate (5 M),CA76114ABI-6CC9A,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Welsh Slate  5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Rich Caramel (2.5 M),CA76114ABI-9849B,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Rich Caramel 2.5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Rich Caramel (4 M),CA76114ABI-1F18A,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Rich Caramel  4,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Rich Caramel (5 M),CA76114ABI-38CF7,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Rich Caramel  5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Cool Velvet (2.5 M),CA76114ABI-587A4,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Cool Velvet 2.5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Cool Velvet (4 M),CA76114ABI-CC9B3,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Cool Velvet  4,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Cool Velvet (5 M),CA76114ABI-C061B,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Cool Velvet  5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Truffle (2.5 M),CA76114ABI-A2FA8,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Truffle 2.5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Truffle (4 M),CA76114ABI-A740E,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Truffle  4,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Truffle (5 M),CA76114ABI-E2379,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Truffle  5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Pashmina (2.5 M),CA76114ABI-A1A35,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Pashmina 2.5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Pashmina (4 M),CA76114ABI-E3DDB,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Pashmina  4,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Pashmina (5 M),CA76114ABI-B6F89,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Pashmina  5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Chenille (2.5 M),CA76114ABI-2A683,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Chenille 2.5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Chenille (4 M),CA76114ABI-5B4B7,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Chenille  4,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Chenille (5 M),CA76114ABI-A70F0,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Chenille  5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Americano (2.5 M),CA76114ABI-598BA,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Americano 2.5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Americano (4 M),CA76114ABI-AE0A9,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Americano  4,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Americano (5 M),CA76114ABI-34770,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Americano  5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Hazel (2.5 M),CA76114ABI-08542,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Hazel 2.5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Hazel (4 M),CA76114ABI-89247,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Hazel  4,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Hazel (5 M),CA76114ABI-87FE9,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Hazel  5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Cornsilk (2.5 M),CA76114ABI-9F287,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Cornsilk 2.5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Cornsilk (4 M),CA76114ABI-790DA,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Cornsilk  4,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Lasting Romance Cornsilk (5 M),CA76114ABI-1CABE,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Lasting Romance  Cornsilk  5,Price per SQM: £36.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Sabre (2.5 M),CA92460ABI-5FAFD,Abingdon Carpets,34.1,34.1,68.75,Carpet,Carpet,Abingdon Carpets Royal Sovereign Sabre 2.5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Sabre (4 M),CA92460ABI-6714C,Abingdon Carpets,54.56,54.56,110.0,Carpet,Carpet,Abingdon Carpets Royal Sovereign Sabre  4,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Sabre (5 M),CA92460ABI-12E1D,Abingdon Carpets,68.2,68.2,137.5,Carpet,Carpet,Abingdon Carpets Royal Sovereign Sabre  5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Smoke (2.5 M),CA92460ABI-0B739,Abingdon Carpets,34.1,34.1,68.75,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Smoke 2.5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Smoke (4 M),CA92460ABI-B9422,Abingdon Carpets,54.56,54.56,110.0,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Smoke  4,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Smoke (5 M),CA92460ABI-1F095,Abingdon Carpets,68.2,68.2,137.5,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Smoke  5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Cobblestone (2.5 M),CA92460ABI-43D0C,Abingdon Carpets,34.1,34.1,68.75,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Cobblestone 2.5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Cobblestone (4 M),CA92460ABI-7A52D,Abingdon Carpets,54.56,54.56,110.0,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Cobblestone  4,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Cobblestone (5 M),CA92460ABI-36CB4,Abingdon Carpets,68.2,68.2,137.5,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Cobblestone  5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Husky Grey (2.5 M),CA92460ABI-761E4,Abingdon Carpets,34.1,34.1,68.75,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Husky Grey 2.5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
