Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Signature Standard Tempus Pause,RE51865AMT-6DB13,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Tempus Pause,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Tempus Restore,RE51865AMT-43520,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Tempus Restore,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Tempus Soothe,RE51865AMT-310B4,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Tempus Soothe,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Tollymore Oak,RE51865AMT-AC863,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Tollymore Oak,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Tortora Classic Marble,RE51865AMT-75B9B,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Tortora Classic Marble,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Toulouse Oak,RE51865AMT-CF6EA,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Toulouse Oak,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Trace Kaolin,RE51865AMT-B8011,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Trace Kaolin,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Trace Scree,RE51865AMT-0A438,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Trace Scree,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Trevellas Oak,RE51865AMT-F5100,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Trevellas Oak,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Tyne Concrete,RE51865AMT-EA90B,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Tyne Concrete,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Union Oak,RE51865AMT-A46CE,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Union Oak,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Verbier Oak,RE51865AMT-32CCB,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Verbier Oak,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Verde Classic Marble,RE51865AMT-E84E4,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Verde Classic Marble,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Verdigris Burnished Metal,RE51865AMT-A63D4,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Verdigris Burnished Metal,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Versailles Oak,RE51865AMT-D3800,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Versailles Oak,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Waterloo Concrete,RE51865AMT-ACB52,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Waterloo Concrete,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Wharf Oak,RE51865AMT-1994A,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Wharf Oak,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Wharncliffe Oak,RE51865AMT-43849,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Wharncliffe Oak,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Whinlatter Oak,RE51865AMT-18517,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Whinlatter Oak,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard White Oak,RE51865AMT-A7DC4,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  White Oak,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard White Wash Wood,RE51865AMT-7A47C,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  White Wash Wood,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Whitley Stone,RE51865AMT-7E54B,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Whitley Stone,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Wild Walnut,RE51865AMT-A4C4A,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Wild Walnut,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Wilmcote Limestone,RE51865AMT-86401,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Wilmcote Limestone,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Wilverley Oak,RE51865AMT-BCBFA,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Wilverley Oak,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Woolwich Concrete,RE51865AMT-90F24,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Woolwich Concrete,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Worn Concrete,RE51865AMT-6ECF1,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Worn Concrete,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Worn Oak,RE51865AMT-329D7,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Worn Oak,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard Yarncliff Oak,RE51865AMT-6A593,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  Yarncliff Oak,Price per SQM: £75.990 inc VAT; Locations: None
Signature Standard York Oak,RE51865AMT-836EB,Amtico,43.1,43.1,63.324999999999996,Vinyl,LVT,Amtico Signature Standard  York Oak,Price per SQM: £75.990 inc VAT; Locations: None
Signature Acoustic Aged Oak,RE80293AMT-04F0A,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic Aged Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Alpine Oak,RE80293AMT-4C05A,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Alpine Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic American Oak,RE80293AMT-990D6,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  American Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Antique Wood,RE80293AMT-94009,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Antique Wood,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Ashdown Oak,RE80293AMT-ECFE4,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Ashdown Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Aspen Oak,RE80293AMT-579A7,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Aspen Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Basilica Salt,RE80293AMT-7009E,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Basilica Salt,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Basilica Shell,RE80293AMT-DD4C4,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Basilica Shell,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Berkswell Stone,RE80293AMT-0D39C,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Berkswell Stone,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Berwick Oak,RE80293AMT-EA15D,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Berwick Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Bianca Classic Marble,RE80293AMT-D2584,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Bianca Classic Marble,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Black Burnished Metal,RE80293AMT-4C2AC,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Black Burnished Metal,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Blockley Stone,RE80293AMT-BC464,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Blockley Stone,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Blonde Oak,RE80293AMT-A6C18,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Blonde Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Bordeaux Oak,RE80293AMT-C4D05,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Bordeaux Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Brushed Oak,RE80293AMT-B00DB,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Brushed Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Buckingham Oak,RE80293AMT-08C02,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Buckingham Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Buxton Oak,RE80293AMT-D635B,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Buxton Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Chargot Oak,RE80293AMT-970C9,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Chargot Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Chateau Oak,RE80293AMT-E2469,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Chateau Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Chatham Concrete,RE80293AMT-FC7A7,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Chatham Concrete,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Chiltern Oak,RE80293AMT-A80BD,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Chiltern Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Classic Oak,RE80293AMT-B910D,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Classic Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Classic Walnut,RE80293AMT-4BBCB,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Classic Walnut,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Clowes Oak,RE80293AMT-FA4E4,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Clowes Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Coombe Stone,RE80293AMT-1D10D,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Coombe Stone,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Cornish Oak,RE80293AMT-870FE,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Cornish Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Crema Marfil,RE80293AMT-D18A2,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Crema Marfil,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Cumbrian Slate,RE80293AMT-63897,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Cumbrian Slate,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Dark Walnut,RE80293AMT-5C35B,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Dark Walnut,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Darley Oak,RE80293AMT-97209,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Darley Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Deptford Concrete,RE80293AMT-7BAC0,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Deptford Concrete,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Diffusion Aloe,RE80293AMT-44D5F,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Diffusion Aloe,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Diffusion Cashew,RE80293AMT-1247A,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Diffusion Cashew,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Diffusion Chambray,RE80293AMT-6FE80,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Diffusion Chambray,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Diffusion Eve,RE80293AMT-F9526,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Diffusion Eve,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Diffusion Husk,RE80293AMT-01897,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Diffusion Husk,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Diffusion Loam,RE80293AMT-1E26B,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Diffusion Loam,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Diffusion Lux,RE80293AMT-6C4A5,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Diffusion Lux,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Diffusion Malt,RE80293AMT-229EA,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Diffusion Malt,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Dockland Oak,RE80293AMT-AEA5C,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Dockland Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Dry Teak,RE80293AMT-57DFD,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Dry Teak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Dublin,RE80293AMT-C4A26,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Dublin,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Encaustic Jasper,RE80293AMT-85B9D,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Encaustic Jasper,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Encaustic Kyanite,RE80293AMT-7FC33,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Encaustic Kyanite,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Encaustic Okra,RE80293AMT-62D7B,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Encaustic Okra,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Encaustic Storm,RE80293AMT-7A276,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Encaustic Storm,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Exposed Concrete,RE80293AMT-0A02B,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Exposed Concrete,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Farmhouse Oak,RE80293AMT-558E5,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Farmhouse Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic French Oak,RE80293AMT-AE24C,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  French Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Fresh Oak,RE80293AMT-6C1F0,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Fresh Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Friston Oak,RE80293AMT-CFB9B,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Friston Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Fumed Oak,RE80293AMT-C8827,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Fumed Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Fused Birch,RE80293AMT-B7ADB,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Fused Birch,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Glint Orb,RE80293AMT-515FA,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Glint Orb,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Glint Void,RE80293AMT-9BA31,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Glint Void,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Golden Oak,RE80293AMT-6BC2F,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Golden Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Graphite Slate,RE80293AMT-24AB9,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Graphite Slate,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Grey Burnished Metal,RE80293AMT-68330,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Grey Burnished Metal,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Grigio Classic Marble,RE80293AMT-85006,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Grigio Classic Marble,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Grizedale Oak,RE80293AMT-632D6,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Grizedale Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Hackfall Oak,RE80293AMT-11E28,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Hackfall Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Halo Pine,RE80293AMT-31E3C,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Halo Pine,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Hamsterley Oak,RE80293AMT-EE066,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Hamsterley Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Harbour Pine,RE80293AMT-CDA2D,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Harbour Pine,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Helsinki,RE80293AMT-98DC7,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Helsinki,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Henley Oak,RE80293AMT-73869,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Henley Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Honed Limestone Natural,RE80293AMT-D4E84,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Honed Limestone Natural,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Ilmington Stone,RE80293AMT-44701,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Ilmington Stone,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Kentmere Slate,RE80293AMT-FE428,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Kentmere Slate,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Kirby Oak,RE80293AMT-430C9,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Kirby Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Kura Anise,RE80293AMT-32B40,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Kura Anise,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Kura Caraway,RE80293AMT-9E816,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Kura Caraway,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Kura Kala,RE80293AMT-63B22,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Kura Kala,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Kura Opium,RE80293AMT-251D1,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Kura Opium,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Laughton Oak,RE80293AMT-01CF3,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Laughton Oak,Price per SQM: £86.990 inc VAT; Locations: None
Signature Acoustic Light Cherry,RE80293AMT-99091,Amtico,50.5,50.5,72.49166666666666,Vinyl,LVT,Amtico Signature Acoustic  Light Cherry,Price per SQM: £86.990 inc VAT; Locations: None
